douban_url,name,poster,rank,score,score_num,year
https://movie.douban.com/subject/1295399/,七武士,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.jpg,155,9.3,180202,1954
https://movie.douban.com/subject/1291557/,花样年华,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910828286.jpg,156,8.7,548105,2000
https://movie.douban.com/subject/10463953/,模仿游戏,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2255040492.jpg,153,8.8,592399,2014
https://movie.douban.com/subject/1302467/,黑客帝国3：矩阵革命,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.jpg,157,8.8,415519,2003
https://movie.douban.com/subject/1303037/,喜宴,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.jpg,154,9.0,324263,1993
https://movie.douban.com/subject/10437779/,新世界,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1903379979.jpg,152,8.9,368694,2013
https://movie.douban.com/subject/26325320/,血战钢锯岭,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.jpg,151,8.7,732760,2016
https://movie.douban.com/subject/1291545/,大鱼,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.jpg,137,8.8,530400,2003
https://movie.douban.com/subject/26628357/,一个叫欧维的男人决定去死,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2406624993.jpg,134,8.9,420745,2015
https://movie.douban.com/subject/1858711/,玩具总动员3,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1283675359.jpg,136,8.9,471098,2010
https://movie.douban.com/subject/3072124/,玛丽和马克思,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p488255145.jpg,132,8.9,400341,2009
https://movie.douban.com/subject/1294240/,教父3,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.jpg,133,9.0,338262,1990
https://movie.douban.com/subject/5989818/,萤火之森,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.jpg,130,8.9,487665,2011
